"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"4394","Male","No",43,"Yes","Low",NA
"4395","Female","No",31,"No","Low",3
"4396","Female","No",28,"Yes","Low",6
"4397","Male","Yes",58,"Yes","Average",2
"4398","Male","Yes",71,"Yes","High",2
"4399","Female","Yes",36,"Yes","Average",2
"4400","Female","No",43,"Yes","Low",3
"4401","Male","Yes",69,"Yes","Low",2
"4402","Male","Yes",77,"Yes","Low",1
"4403","Male","Yes",50,"Yes","Average",4
"4404","Female","Yes",50,"Yes","Average",4
"4405","Female","No",40,"Yes","Low",2
"4406","Female","Yes",43,"Yes","Average",2
"4407","Male","No",37,"No","Low",1
"4408","Male","Yes",35,"Yes","Average",NA
"4409","Female","Yes",65,"Yes","High",3
"4410","Female","Yes",46,"Yes","Average",4
"4411","Male","Yes",35,"No","Average",4
"4412","Female","Yes",86,"No","High",2
"4413","Male","No",63,"No","Low",1
"4414","Female","Yes",40,"Yes","Average",5
"4415","Female","Yes",55,"Yes","Low",1
"4416","Male","No",37,"Yes","Low",4
"4417","Male","No",31,"Yes","Low",1
"4418","Male","No",28,"Yes","Low",4
"4419","Female","Yes",48,"Yes","High",3
"4420","Male","No",38,"Yes","Low",2
"4421","Male","Yes",57,"Yes","Average",5
"4422","Female","No",48,"No","Low",1
"4423","Female","Yes",79,"Yes","High",NA
"4424","Male","Yes",81,"Yes","Low",1
"4425","Female","No",21,"No","Low",8
"4426","Female","No",33,"Yes","Low",2
"4427","Male","No",38,"Yes","Low",2
"4428","Female","Yes",37,"Yes","Average",3
"4429","Female","No",33,"Yes","Low",1
"4430","Male","Yes",38,"Yes","Average",2
"4431","Female","Yes",39,"Yes","Average",4
"4432","Female","Yes",59,"Yes","High",2
"4433","Female","Yes",57,"Yes","Average",4
"4434","Male","Yes",80,"Yes","Low",1
"4435","Male","Yes",42,"No","Low",3
"4436","Male","Yes",75,"Yes","Low",1
"4437","Female","No",29,"No","Low",2
"4438","Female","No",33,"Yes","Low",2
"4439","Female","Yes",63,"Yes","Low",2
"4440","Male","No",33,"Yes","Low",6
"4441","Male","No",22,"No","Low",4
"4442","Male","Yes",36,"Yes","Average",2
"4443","Female","Yes",53,"Yes","Average",3
"4444","Male","Yes",35,"Yes","Low",5
"4445","Female","Yes",29,"Yes","Average",2
"4446","Female","Yes",31,"Yes","Low",1
"4447","Male","Yes",38,"Yes","Low",4
"4448","Male","No",22,"No","Low",8
"4449","Female","Yes",57,"Yes","Average",3
"4450","Female","Yes",42,"No","Average",6
"4451","Male","No",78,"Yes","Low",1
"4452","Female","Yes",77,"Yes","High",2
"4453","Male","Yes",79,"Yes","High",2
"4454","Male","Yes",53,"Yes","High",4
"4455","Female","Yes",42,"Yes","Low",2
"4456","Female","No",72,"Yes","Low",2
"4457","Male","Yes",71,"No","Average",2
"4458","Female","No",25,"No","Low",1
"4459","Male","Yes",74,"Yes","High",2
"4460","Male","Yes",61,"Yes","Low",3
"4461","Male","Yes",48,"Yes","Average",3
"4462","Female","No",28,"No","Low",4
"4463","Female","Yes",43,"Yes","Average",2
"4464","Female","No",18,"No","Low",3
"4465","Male","Yes",82,"Yes","High",2
"4466","Male","Yes",40,"Yes","Low",1
"4467","Male","No",32,"No","Low",3
"4468","Male","No",27,"Yes","Low",4
"4469","Male",NA,55,"Yes","Average",5
"4470","Female","No",21,"No","Low",2
"4471","Female","No",28,"No","Low",2
"4472","Male","Yes",43,"Yes","Average",3
"4473","Female","Yes",38,"No","Average",5
"4474","Male","Yes",63,"Yes","Average",4
"4475","Male","Yes",25,"Yes","Average",2
"4476","Male","Yes",41,"Yes","Average",3
"4477","Male","No",27,"Yes","Low",1
"4478","Male","Yes",37,"Yes","Average",3
"4479","Female","Yes",57,"No","Low",1
"4480","Male","Yes",86,"Yes","Low",1
"4481","Male","Yes",56,"No","High",8
"4482","Female","No",27,"Yes","Low",1
"4483","Male","Yes",70,"No","High",2
"4484","Female","No",22,"No","Low",4
"4485","Male","Yes",35,"Yes","High",2
"4486","Male","No",31,"No","Low",2
"4487","Male","Yes",40,"Yes","Average",4
"4488","Female","Yes",43,"Yes","Low",2
"4489","Female","Yes",38,"No","Low",2
"4490","Male","Yes",84,"Yes","Low",NA
"4491","Female","No",28,"No","Low",4
"4492","Female","No",39,"No","Low",NA
"4493","Female","No",48,"Yes","Low",1
"4494","Female","Yes",41,"Yes","Average",2
"4495","Female","No",29,"No","Low",3
"4496","Male","Yes",45,"No","Average",3
"4497","Female","Yes",45,"Yes","High",5
"4498","Female","No",41,"Yes","Low",2
"4499","Female","Yes",28,"No","High",3
"4500","Male","No",20,NA,"Low",3
"4501","Female","Yes",69,"Yes","High",2
"4502","Male","Yes",53,"Yes","Average",3
"4503","Male",NA,47,NA,"Average",5
"4504","Female","Yes",81,"Yes","High",2
"4505","Male","Yes",48,"Yes","Average",5
"4506","Female","Yes",45,"Yes","Average",2
"4507","Female","Yes",28,"No","Average",2
"4508","Male","Yes",57,"No","High",3
"4509","Male","Yes",51,"Yes","High",3
"4510","Male","No",27,"No","Low",3
"4511","Female","No",27,"Yes","Low",3
"4512","Male","Yes",30,"Yes","High",2
"4513","Female","No",21,"No","Low",4
"4514","Male","No",38,"Yes","Low",2
"4515","Male","Yes",57,"No","High",3
"4516","Female","Yes",78,"Yes","High",2
"4517","Female","Yes",46,"Yes","Average",3
"4518","Male","Yes",75,"No","High",2
"4519","Female","Yes",39,"Yes","Low",1
"4520","Male",NA,61,"Yes","Average",5
"4521","Female","Yes",52,"Yes","Low",1
"4522","Female","No",25,"No","Low",3
"4523","Female","Yes",37,"Yes","Average",3
"4524","Male","Yes",31,"Yes","Low",2
"4525","Female","No",18,"No","Low",4
"4526","Male","No",36,"Yes","Low",2
"4527","Female","Yes",59,"Yes","High",5
"4528","Male","Yes",39,"Yes","Average",2
"4529","Female","Yes",52,NA,"Low",1
"4530","Female","No",25,"Yes","Low",1
"4531","Female","Yes",47,"No","Low",1
"4532","Male","Yes",32,"Yes","Low",2
"4533","Female","Yes",38,"No","Average",2
"4534","Male","Yes",52,"Yes","Average",4
"4535","Male","No",21,"No","Low",6
"4536","Male","Yes",70,"No","Low",1
"4537","Male","No",31,"No","Low",4
"4538","Female","No",23,"No","Low",4
"4539","Male","No",33,"No","Low",3
"4540","Male","Yes",37,"Yes","High",2
"4541","Female","Yes",77,"Yes","High",2
"4542","Female","Yes",42,"Yes","Low",2
"4543","Male","Yes",73,"Yes","Average",3
"4544","Female","Yes",40,"Yes","Average",6
"4545","Female","No",33,"Yes","Low",3
"4546","Male","No",18,"No","Low",3
"4547","Female",NA,22,"No","High",3
"4548","Female","Yes",43,"Yes","Low",2
"4549","Female",NA,29,"No","Low",4
"4550","Male",NA,37,"Yes","Low",6
"4551","Male","Yes",59,"Yes","Low",2
"4552","Female","No",32,"No","Low",4
"4553","Female","No",42,"No","Low",1
"4554","Female","Yes",46,"Yes","Low",1
"4555","Male","Yes",53,"Yes","Low",3
"4556","Male","Yes",41,"Yes","Average",3
"4557","Male","No",21,"No","Low",3
"4558","Male","Yes",62,"No","High",2
"4559","Male","No",31,"No","Low",NA
"4560","Female","No",58,"Yes","Low",1
"4561","Male","Yes",36,"Yes","Low",1
"4562","Female","No",28,"Yes","Low",2
"4563","Female","Yes",47,"Yes","Average",4
"4564","Female","No",36,"No","Low",NA
"4565","Male","No",36,"Yes","Low",NA
"4566","Female",NA,33,"Yes","Low",5
"4567","Female","Yes",46,"Yes","High",4
"4568","Male","Yes",49,"Yes","Average",2
"4569","Male","No",33,"No","Low",5
"4570","Female","Yes",49,"Yes","Average",2
"4571","Male","Yes",25,"Yes","Low",4
"4572","Male","Yes",80,"Yes","Low",1
"4573","Male","No",36,"Yes","Low",4
"4574","Male","No",26,"No","Low",1
"4575","Female","Yes",45,"No","Low",1
"4576","Female","Yes",41,"Yes","Average",4
"4577","Female","Yes",69,"Yes","Low",2
"4578","Male","Yes",53,"Yes","Average",4
"4579","Male","Yes",41,"Yes","High",2
"4580","Male","Yes",43,"No","Low",4
"4581","Female","Yes",51,"Yes","Average",2
"4582","Male","Yes",45,"Yes","Average",6
"4583","Male","Yes",50,"Yes","High",3
"4584","Male","Yes",57,"Yes","Average",4
"4585","Male","Yes",70,"Yes","High",2
"4586","Female","Yes",59,"No","Low",3
"4587","Male","Yes",84,"Yes","Low",1
"4588","Female","No",30,"Yes","Low",5
"4589","Male","Yes",43,"Yes","Average",4
"4590","Male","No",40,"Yes","Low",1
"4591","Male","Yes",74,"No","Low",1
"4592","Male","No",33,"No","Low",3
"4593","Female","Yes",63,"Yes","Low",1
"4594","Male","Yes",41,"Yes","High",5
"4595","Female","Yes",60,"No","Average",3
"4596","Male","Yes",62,"Yes","Average",NA
"4597","Male","No",31,"Yes","Low",4
"4598","Female","Yes",28,"Yes","Average",2
"4599","Female","Yes",37,"No","Average",2
"4600","Male","Yes",70,"No","High",2
"4601","Male","Yes",78,"No","Low",2
"4602","Male","No",19,"No","Low",3
"4603","Female","No",38,"Yes","Low",8
"4604","Male","No",19,"No","Low",3
"4605","Female","Yes",28,"No","Low",1
"4606","Female","Yes",73,"No","Low",3
"4607","Male","Yes",84,"No","High",2
"4608","Male","No",21,"No","Low",4
"4609","Male","Yes",79,"No","High",2
"4610","Male","No",20,"No","Low",NA
"4611","Male","No",59,"No","Low",1
"4612","Male","Yes",42,"Yes","Average",3
"4613","Male","Yes",55,"Yes","Low",4
"4614","Male","Yes",41,"Yes","Low",2
"4615","Male","Yes",48,"Yes","Low",NA
"4616","Male","Yes",72,"Yes","High",4
"4617","Male","Yes",52,"No","Average",6
"4618","Female","No",25,"Yes","Low",1
"4619","Male","Yes",56,"Yes","Low",2
"4620","Male","Yes",80,"No","High",2
"4621","Male","Yes",83,"No","Low",7
"4622","Male","Yes",48,"Yes","Average",2
"4623","Female","Yes",47,"Yes","Average",2
"4624","Female","Yes",47,"Yes","Average",2
"4625","Female","Yes",83,"No","High",2
"4626","Female","Yes",38,"No","Low",1
"4627","Male","No",29,"Yes","Low",3
"4628","Male","Yes",50,"Yes","Average",4
"4629","Female","Yes",52,"No","Average",4
"4630","Male","Yes",67,"No","High",2
"4631","Male","No",33,"Yes","Low",8
"4632","Male","Yes",36,"No","High",6
"4633","Male","Yes",65,"No","Average",4
"4634","Female","No",25,"No","Low",9
"4635","Male","Yes",27,"No","Low",4
"4636","Male","Yes",22,"No","Low",4
"4637","Male","Yes",51,"No","Average",3
"4638","Female","No",42,"Yes","Low",1
"4639","Male","Yes",46,"Yes","Average",4
"4640","Female","No",23,"No","Low",3
"4641","Male","Yes",80,"Yes","High",2
"4642","Female","Yes",40,"Yes","Low",6
"4643","Female","Yes",48,"Yes","Average",2
"4644","Female","No",55,"Yes","Low",1
"4645","Male","Yes",36,"Yes","Low",3
"4646","Male","Yes",41,"Yes","Average",2
"4647","Female","No",32,"Yes","Low",3
"4648","Male","Yes",37,"Yes","Average",2
"4649","Male","No",30,"No","Low",2
"4650","Female","Yes",79,"Yes","Low",1
"4651","Male","Yes",65,"Yes","Average",4
"4652","Male","Yes",49,"Yes","High",4
"4653","Male","Yes",53,"Yes","Average",4
"4654","Male","No",20,"No","Low",5
"4655","Female","Yes",78,"No","High",2
"4656","Male","No",32,"Yes","Low",5
"4657","Male","No",23,"No","Low",2
"4658","Female","Yes",40,"Yes","Average",2
"4659","Female","No",30,"No","Low",3
"4660","Male","Yes",45,"Yes","Low",4
"4661","Male","Yes",25,"No","Average",2
"4662","Female","No",20,"No","Low",4
"4663","Female","Yes",28,NA,"Average",3
"4664","Female","No",27,"Yes","Low",3
"4665","Male","No",19,"No","Low",3
"4666","Female","No",27,"No","Low",NA
"4667","Female","No",26,"Yes","Low",4
"4668","Male","Yes",55,"No","Average",2
"4669","Female","Yes",41,"No","Average",3
"4670","Male","No",25,"No","Low",4
"4671","Female","Yes",67,"Yes","Average",2
"4672","Female","Yes",25,"No","Average",2
"4673","Male","Yes",87,"Yes","Low",1
"4674","Male","Yes",26,"No","Low",6
"4675","Female","Yes",37,"Yes","Low",1
"4676","Male","No",42,"Yes","Low",1
"4677","Female","No",31,"Yes","Low",4
"4678","Female","No",20,"No","Low",3
"4679","Male","Yes",51,"Yes","High",4
"4680","Female","Yes",88,"Yes","Low",1
"4681","Male","No",33,"Yes","Low",4
"4682","Female","No",55,"Yes","Low",1
"4683","Male","No",22,"No","Low",3
"4684","Female","No",39,"Yes","Low",3
"4685","Male","Yes",62,"Yes","Low",3
"4686","Female","Yes",37,"No","Average",3
"4687","Female","No",26,"Yes","Low",1
"4688","Male","No",27,"Yes","Low",2
"4689","Male","No",29,"Yes","Low",4
"4690","Female","No",31,"Yes","Low",1
"4691","Male","Yes",40,"Yes","Average",5
"4692","Male","Yes",56,"Yes","Low",2
"4693","Female","Yes",45,"Yes","High",5
"4694","Female","No",40,"Yes","Low",1
"4695","Male","No",30,"Yes","Low",3
"4696","Male","No",23,"No","Low",4
"4697","Male","Yes",46,"Yes","Low",2
"4698","Female","Yes",39,"Yes","High",2
"4699","Female","Yes",65,"No","High",9
"4700","Male","No",40,"Yes","Low",1
"4701","Male","Yes",36,"No","Average",NA
"4702","Female","No",18,"No","Low",4
"4703","Male","Yes",73,"Yes","High",2
"4704","Female","Yes",67,"No","Average",4
"4705","Female","Yes",50,"Yes","Average",3
"4706","Male","Yes",38,"Yes","Average",3
"4707","Male","No",18,"No","Low",5
"4708","Male","No",19,"No","Low",4
"4709","Male","No",19,"No","Low",4
"4710","Female","Yes",39,"Yes","Low",NA
"4711","Female","No",26,"No","Low",2
"4712","Male","Yes",58,"Yes","Low",2
"4713","Female","No",28,"Yes","Low",2
"4714","Female","Yes",53,"Yes","Average",2
"4715","Male","No",18,"No","Low",2
"4716","Male","Yes",49,"Yes","Average",4
"4717","Male","No",19,"No","Low",3
"4718","Male","No",20,"No","Low",4
"4719","Male","Yes",55,"Yes","Low",2
"4720","Female","No",32,"Yes","Low",3
"4721","Male","No",27,"No","Low",4
"4722","Male","Yes",72,"Yes","High",5
"4723","Female","No",59,"Yes","Low",1
"4724","Female","Yes",35,"Yes","Low",3
"4725","Female","No",32,"Yes","Low",1
"4726","Female","Yes",28,"Yes","High",2
"4727","Male","Yes",19,"No","Low",2
"4728","Male","Yes",52,"Yes","High",1
"4729","Male","No",29,"No","Low",3
"4730","Female","Yes",51,"Yes","Average",4
"4731","Male","No",27,"Yes","Low",5
"4732","Female","No",47,"Yes","Low",1
"4733","Male","Yes",61,"No","Low",1
"4734","Female","Yes",75,"No","High",2
"4735","Male","No",19,"No","Low",1
"4736","Male","Yes",48,"Yes","Average",2
"4737","Male","Yes",59,"Yes","Average",2
"4738","Male","Yes",42,"No","Low",1
"4739","Female","No",86,"Yes","Low",1
"4740","Male","No",33,"Yes","Low",4
"4741","Female","Yes",37,"Yes","High",2
"4742","Male","Yes",49,"No","High",5
"4743","Male","Yes",52,"Yes","Average",3
"4744","Male","No",41,"Yes","Low",3
"4745","Male","No",26,"Yes","Low",NA
"4746","Male","No",23,"No","Low",5
"4747","Male","No",35,"No","Low",3
"4748","Male","Yes",37,"Yes","Average",2
"4749","Male","Yes",43,"Yes","Low",2
"4750","Male","Yes",50,"No","Low",2
"4751","Female","No",50,"No","Low",1
"4752","Female","No",26,"No","Low",NA
"4753","Female","No",20,"No","Low",3
"4754","Female","Yes",31,"No","Average",2
"4755","Female","No",31,"Yes","Low",3
"4756","Male","Yes",41,"No","Average",5
"4757","Male","Yes",84,"No","Low",1
"4758","Female","No",22,NA,"Low",5
"4759","Male","Yes",57,"No","Low",5
"4760","Female","No",23,"No","Low",4
"4761","Female","Yes",69,"No","Low",1
"4762","Female","Yes",68,"Yes","Low",2
"4763","Female","No",30,"No","Low",4
"4764","Female","No",26,"Yes","Low",1
"4765","Male","Yes",79,NA,"Low",1
"4766","Male","Yes",32,"Yes","Low",NA
"4767","Female","No",36,"Yes","Low",1
"4768","Male","No",18,"No","Low",5
"4769","Male","No",30,"Yes","Low",4
"4770","Female","No",46,"Yes","Low",1
"4771","Male","Yes",33,"Yes","Low",2
"4772","Male","No",19,"No","Low",5
"4773","Male","No",33,"Yes","Low",4
"4774","Female","Yes",65,"Yes","Low",1
"4775","Male","Yes",26,"Yes","Average",2
"4776","Female","No",30,"Yes","Low",1
"4777","Female","No",33,"Yes","Low",4
"4778","Female","Yes",27,"Yes","Average",4
"4779","Male","Yes",65,"Yes","Average",2
"4780","Male","Yes",77,"No","Low",2
"4781","Female","No",20,"No","Low",4
"4782","Female","No",27,"Yes","Low",7
"4783","Male","Yes",78,NA,"Low",NA
"4784","Female","Yes",51,"Yes","Average",4
"4785","Male","No",18,"No","Low",4
"4786","Female","Yes",63,"Yes","Low",1
"4787","Male","Yes",36,"Yes","Average",3
"4788","Male","Yes",43,"Yes","High",4
"4789","Male","Yes",46,"Yes","High",4
"4790","Male","No",51,"Yes","Low",3
"4791","Male","No",43,"Yes","Low",1
"4792","Female","Yes",43,"Yes","Average",2
"4793","Female","No",37,"Yes","Low",1
"4794","Female","Yes",63,"No","Average",5
"4795","Male","No",30,"No","Low",5
"4796","Female","Yes",37,"Yes","Average",2
"4797","Male","Yes",53,"No","Average",3
"4798","Female","Yes",26,"Yes","High",7
"4799","Male","Yes",40,"Yes","Average",2
"4800","Male","Yes",41,"Yes","Average",4
"4801","Male","Yes",66,"Yes","Low",1
"4802","Male","Yes",80,"Yes","Low",1
"4803","Female","Yes",37,"No","Average",5
"4804","Female","Yes",42,"No","High",4
"4805","Female","No",38,"Yes","Low",2
"4806","Female","No",53,"No","Low",1
"4807","Male","No",33,"No","Low",2
"4808","Female","Yes",52,"No","Average",7
"4809","Male","Yes",33,"No","High",4
"4810","Male","No",19,"No","Low",3
"4811","Male","Yes",53,"Yes","Average",3
"4812","Male","Yes",50,"Yes","Average",8
"4813","Female","No",26,"No","Low",2
"4814","Male","No",20,"No","Low",3
"4815","Female","Yes",53,"Yes","High",4
"4816","Female","Yes",41,"Yes","Average",2
"4817","Male","Yes",48,"Yes","High",3
"4818","Male","Yes",56,"No","High",4
"4819","Female","No",66,"Yes","Low",1
"4820","Male","Yes",35,"No","Average",4
"4821","Male","Yes",50,"No","Low",2
"4822","Female","Yes",51,"Yes","Low",2
"4823","Female","No",30,"No","Low",3
"4824","Male","No",30,"No","Low",4
"4825","Female","No",50,"Yes","Low",1
"4826","Male","Yes",61,"Yes","Low",1
"4827","Male","No",19,"No","Low",5
"4828","Female","No",22,"No","Low",2
"4829","Female","No",35,"Yes","Low",1
"4830","Female","Yes",47,"Yes","Low",4
"4831","Male","No",32,"No","Low",4
"4832","Male","Yes",33,"No","High",2
"4833","Female","No",25,"Yes","Low",2
"4834","Female","No",28,"No","Low",4
"4835","Male","No",32,"No","Low",2
"4836","Female","Yes",50,"Yes","High",6
"4837","Female","Yes",37,"Yes","Average",3
"4838","Male","No",53,"Yes","Low",1
"4839","Female","Yes",49,"Yes","Low",2
"4840","Male","Yes",72,"Yes","Low",1
"4841","Male","Yes",60,"Yes","High",3
"4842","Male","No",48,"Yes","Low",1
"4843","Female","No",32,"No","Low",4
"4844","Male","No",48,"Yes","Low",2
"4845","Female","No",33,"Yes","Low",1
"4846","Female","Yes",26,"No","Low",2
"4847","Female","Yes",38,"Yes","Average",4
"4848","Female","Yes",56,"Yes","Low",1
"4849","Female","No",41,"Yes","Low",NA
"4850","Female","Yes",43,"Yes","High",4
"4851","Female","Yes",51,"Yes","Average",2
"4852","Female","Yes",47,"Yes","Average",2
"4853","Male","No",28,"Yes","Low",3
"4854","Male","No",20,"No","Low",2
"4855","Female","Yes",38,"No","Low",3
"4856","Male","Yes",57,"Yes","High",3
"4857","Female","Yes",28,"No","Average",2
"4858","Male","No",39,"Yes","Low",1
"4859","Male","Yes",89,"Yes","High",2
"4860","Female","Yes",81,"Yes","Average",2
"4861","Male","No",33,"Yes","Low",4
"4862","Male","Yes",32,"Yes","Average",2
"4863","Male",NA,79,"No","Low",1
"4864","Female","Yes",41,"Yes","Average",3
"4865","Male","Yes",43,"Yes","Average",2
"4866","Female","Yes",68,"No","Average",2
"4867","Female","Yes",58,"Yes","Low",2
"4868","Male","Yes",51,"Yes","Average",5
"4869","Male","Yes",47,"Yes","Low",2
"4870","Female","Yes",55,"Yes","Average",3
"4871","Female","No",39,"Yes","Low",1
"4872","Female","No",33,"Yes","Low",5
"4873","Female","Yes",62,"Yes","Low",1
"4874","Male","Yes",51,"No","High",4
"4875","Male","No",29,"Yes","Low",3
"4876","Female","No",48,"Yes","Low",1
"4877","Male","No",41,"No","Low",7
"4878","Male","No",42,"Yes","Low",1
"4879","Female","No",20,"No","Low",3
"4880","Female","Yes",60,"Yes","Average",4
"4881","Female","Yes",72,"Yes","High",2
"4882","Male","No",25,"Yes","Low",1
"4883","Female","Yes",57,"Yes","Average",4
"4884","Female","Yes",40,"Yes","Average",4
